price,area,bedrooms,bathrooms,location,bhk,property_type,furnishing,balcony
₹58 Lac,1500,3,,"3 BHK  House for Sale in SEAC Kuber City, Super Corridor Indore",3,House,Semi-Furnished,2
₹38 Lac,1014,2,,"2 BHK Flat  for Sale in  Bhawrasla, Indore",2,,Unfurnished,
₹45.5 Lac,550,2,,2 BHK  House for Sale in Bicholi Mardana Indore,2,House,Semi-Furnished,3
₹27 Lac,,,,Plot/Land for Sale in Singapur life style lack view Indore,,,,
₹60 Lac,1387,,,"Plot/Land for Sale in M Jhaveri Silver Sky Park, Rau Indore",,,,
₹5.11 Cr,1866,,,Showroom for Sale in Vijay Nagar Indore,,,,
₹13.5 Lac,500,1,,"1 BHK Flat  for Sale in  Silicon City, Indore",1,,Unfurnished,
₹1.35 Cr,1000,,,Plot/Land for Sale in Mahalakshmi Nagar Indore,,,,
₹1.50 Cr,750,3,,"3 BHK Villa for Sale in Near Bombay Hospital, Mahalaxmi Nagar Indore",3,Villa,Unfurnished,4
₹2.15 Cr,2160,3,,"3 BHK  House for Sale in Treasure Town, Bijalpur Indore",3,House,Semi-Furnished,4
₹32.5 Lac,540,1,,1 BHK  House for Sale in Singapore Township Indore,1,House,Unfurnished,1
₹45 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹55 Lac,740,2,,"2 BHK Flat  for Sale in  Orchid Residency, Orchid Residency, Race Course Road, Indore",2,,Furnished,2
₹22 Lac,880,2,,"2 BHK Flat  for Sale in  Mahalakshmi Nagar, Indore",2,,Semi-Furnished,
₹2.95 Cr,2141,3,,"3 BHK Flat  for Sale in  Race Course Road, Indore",3,,Unfurnished,3
₹1.73 Cr,3100,,,Plot/Land for Sale in Indore Bypass Road Indore,,,,
₹90 Lac,900,2,,"2 BHK  House for Sale in Kalyan Orchid, MR 10 Indore",2,House,Unfurnished,2
₹42 Lac,,,,Plot/Land for Sale in Paliya Indore,,,,
₹25 Lac,1000,2,,"2 BHK Flat  for Sale in  Bicholi Mardana, Indore",2,,Furnished,
₹2.30 Cr,2580,4,,"4 BHK Flat  for Sale in  Scheme No 140, Indore",4,,Furnished,4
₹31 Lac,1000,,,Plot/Land for Sale in Hatod Indore,,,,
₹29 Lac,600,,,Plot/Land for Sale in Hatod Indore,,,,
₹2.55 Cr,,,,"Plot/Land for Sale in Oscar, Indore Bypass Road Indore",,,,
₹24 Lac,750,,,Plot/Land for Sale in Dewas Naka Indore,,,,
₹1.30 Cr,750,3,,"3 BHK  House for Sale in Pushp Vihar Extension, Indore Indore",3,House,Semi-Furnished,
₹13.6 Lac,600,,,Plot/Land for Sale in Ujjain Road Pologround Industrial Estate Indore,,,,
₹80 Lac,1000,,,"Plot/Land for Sale in Kumedi, Sukhliya Gram Indore",,,,
₹2.80 Cr,14000,,,Agricultural Land for Sale in Dakachya Indore,,,,
₹1.30 Cr,2340,4,,4 BHK Villa for Sale in Devguradiya Indore,4,Villa,Semi-Furnished,4
₹10.4 Lac,520,,,Plot/Land for Sale in Tejaji Nagar Indore,,,,
₹16.5 Lac,550,1,,"1 BHK Flat  for Sale in  Limbodi, Indore",1,,Semi-Furnished,
₹25 Cr,11300,,,Land for Sale in AB Road Indore,,,,
₹80.5 Lac,1110,,,Plot/Land for Sale in CAT Square Indore,,,,
₹48.5 Lac,1000,,,Plot/Land for Sale in Bijalpur Indore,,,,
₹3 Cr,3800,4,,4 BHK  House for Sale in Green Park Colony Indore,4,House,Semi-Furnished,3
₹1.90 Cr,2600,4,,4 BHK  House for Sale in Khajrana Indore,4,House,Furnished,4
₹1.30 Cr,7600,,,"Industrial Building for Sale in Pithampur, Indore Indore",,,,
₹26 Lac,720,2,,"2 BHK Flat  for Sale in  Suryansh Tower, Suryansh Tower, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹26.5 Lac,,,,"Plot/Land for Sale in Chahat Highway Glory, Ujjain Road Pologround Industrial Estate Indore",,,,
₹43 Lac,1000,,,Plot/Land for Sale in Tejaji Nagar Indore,,,,
₹73 Lac,,,,"Plot/Land for Sale in Ambuja Exotica Woods, Mayakhedi Indore",,,,
₹1.30 Cr,1500,3,,3 BHK  House for Sale in Pushp Vihar Indore,3,House,Semi-Furnished,3
₹35 Lac,600,1,,1 BHK  House for Sale in Singapore Township Indore,1,House,Unfurnished,
₹32.5 Lac,600,2,,2 BHK  House for Sale in Anvi Construction Indore,2,House,Unfurnished,
₹28 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹25 Lac,450,1,,"1 BHK Flat  for Sale in  Bajaj G heritage, Bajaj G heritage, Rajendra Nagar, Indore",1,,Semi-Furnished,1
₹70 Lac,1200,4,,4 BHK  House for Sale in Sudama Nagar Indore,4,House,Unfurnished,4
₹42.5 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹1.80 Cr,2400,,,"Plot/Land for Sale in Apollo Sector E Golf Links, Kanadia Indore",,,,
₹30 Lac,706,2,,"2 BHK Flat  for Sale in  Kalod Hala, Indore",2,,Unfurnished,2
₹9.5 Lac,451,1,,"1 BHK Flat  for Sale in  Karol Bagh Grand, Karol Bagh Grand, Super Corridor, Indore",1,,Semi-Furnished,1
₹1 Cr,1544,3,,"3 BHK Flat  for Sale in  Apollo Enclave Old palasia, Apollo Enclave Old palasia, Old Palasiya, Indore",3,,Unfurnished,3
₹65 Lac,1690,4,,4 BHK  House for Sale in Samvid nagar Indore,4,House,,
₹50 Lac,750,2,,2 BHK  House for Sale in Singapore Township Indore,2,House,Unfurnished,2
₹18 Lac,700,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,
₹90 Lac,1000,4,,4 BHK  House for Sale in Ya Rasool Allah Masjid Indore,4,House,Unfurnished,
₹40 Lac,600,1,,1 BHK  House for Sale in Smriti Nagar Indore,1,House,Unfurnished,
₹48.6 Lac,1080,,,Plot/Land for Sale in Indore Bypass Road Indore,,,,
₹27 Lac,980,2,,"2 BHK Flat  for Sale in  BRG Shangri La, BRG Shangri La, Talawali Chanda, Indore",2,House,Unfurnished,2
₹22 Lac,485,1,,"1 BHK Flat  for Sale in  Indus Satellite Greens, Indus Satellite Greens, Devas Road, Indore",1,,Unfurnished,1
₹42 Lac,800,2,,"2 BHK Flat  for Sale in  Anand Bazaar, Indore",2,,Unfurnished,
₹23.5 Lac,627,1,,1 BHK Flat  for Sale in   Indore,1,Villa,Semi-Furnished,1
₹32 Lac,,,,"Plot/Land for Sale in Auckland Corrida, Super Corridor Indore",,,,
₹2.25 Cr,2690,3,,3 BHK Villa for Sale in Singapore Township Indore,3,Villa,Semi-Furnished,3
₹35 Lac,1000,,,Plot/Land for Sale in Garden City Palakhedi Indore,,,,
₹60 Lac,1200,2,,"2 BHK  House for Sale in Samarth Dream City, Nainod Indore",2,House,Semi-Furnished,2
₹25 Lac,945,2,,"2 BHK Flat  for Sale in  Karol Bagh Grand, Karol Bagh Grand, Bhawrasla, Indore",2,,Semi-Furnished,2
₹48 Lac,1000,,,"Plot/Land for Sale in Singapore Lifestyle Premium, Super Corridor Indore",,,,
₹32.5 Lac,1000,,,Plot/Land for Sale in Rau Pithampur Road Indore,,,,
₹80 Lac,1350,2,,"2 BHK Flat  for Sale in  Nanda Nagar, Indore",2,,Semi-Furnished,1
₹65 Lac,1200,,,Plot/Land for Sale in Rajendra nikatan super corridor Indore,,,,
₹85 Lac,1250,,,"Plot/Land for Sale in Treasure Fantasy, Rau Road Indore",,,,
₹70 Lac,1300,2,,"2 BHK Flat  for Sale in  Super Corridor, Indore",2,,Semi-Furnished,2
₹7 Cr,5400,,,Plot/Land for Sale in Manglia Bypass Indore,,,,
₹80 Lac,1000,4,,4 BHK  House for Sale in Shri Ram Talawali Indore,4,House,Semi-Furnished,4
₹1.15 Cr,1915,4,,"4 BHK  House for Sale in Casa Greens, AB Road Indore",4,House,Semi-Furnished,3
₹1.95 Cr,5000,1,,1 BHK Farm House for Sale in Bicholi Hapsi Indore,1,House,Unfurnished,
₹58 Lac,635,,,Office Space for Sale in Vijay Nagar Indore,,,,
₹16.2 Lac,400,1,,"1 BHK  House for Sale in Global park colony, tihi railway station near airport rode Indore",1,House,Furnished,
₹80 Lac,720,2,,"2 BHK  House for Sale in Barabhai, vithtal mandir ke pass, mhow naka indore m.p Indore",2,House,Unfurnished,
₹3 Cr,10000,,,Plot/Land for Sale in Mhow Indore,,,,
₹45 Lac,1050,3,,"3 BHK Flat  for Sale in  Bicholi Mardana, Indore",3,,Semi-Furnished,
₹70 Lac,1500,3,,3 BHK  House for Sale in Silicon City Indore,3,House,Semi-Furnished,
₹3.51 Cr,2500,5,,"5 BHK  House for Sale in Vaibhav Nagar, Vaibhav nagar Indore",5,House,Semi-Furnished,5
₹4.88 Cr,,,,Agricultural Land for Sale in Khandwa Road Indore,,,,
₹32 Lac,1000,,,Plot/Land for Sale in Maa Ginni Vihar Extension Indore,,,,
₹67.5 Lac,1405,,,"Plot/Land for Sale in Jiyo Silver Corridor Garden City, Palakhedi Indore",,,,
₹30 Lac,1150,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹1.90 Cr,,,,"Plot/Land for Sale in Omaxe II, Manglia Indore",,,,
₹50 Lac,,,,Agricultural Land for Sale in Manpur Indore,,,,
₹65 Lac,1000,2,,"2 BHK Flat  for Sale in  Katju Colony, Indore",2,,Furnished,1
₹50 Lac,1000,,,Plot/Land for Sale in Bada Bangarda Indore,,,,
₹61 Lac,,,,Plot/Land for Sale in Panchwati Colony Indore,,,,
₹2.50 Cr,54000,,,Agricultural Land for Sale in Tillor Khurd Indore,,,,
₹1.58 Cr,4000,,,Plot/Land for Sale in Mount Burg Township Indore,,,,
₹50 Lac,778,2,,"2 BHK Flat  for Sale in  Vista Victoria Urbane Oasis, Vista Victoria Urbane Oasis, Super Corridor, Indore",2,,Furnished,2
₹82.5 Lac,1500,,,"Plot/Land for Sale in Malwa County, AB Road Indore",,,,
₹18.1 Lac,540,,,Plot/Land for Sale in Rau Indore,,,,
₹12 Cr,4800,,,Plot/Land for Sale in Bapat Square Indore,,,,
₹60 Lac,1000,,,Plot/Land for Sale in Silicon City Indore,,,,
₹1 Cr,1600,2,,"2 BHK Flat  for Sale in  Vikram Twins, Vikram Twins, Prakash Nagar, Indore",2,,Semi-Furnished,2
₹1.80 Cr,1500,,,Plot/Land for Sale in Vijay Nagar Indore,,,,
₹18 Lac,450,1,,"1 BHK Flat  for Sale in  Annapurna Road Prabhu Nagar, Indore",1,,Semi-Furnished,1
₹27 Lac,600,,,Plot/Land for Sale in Chhota Bangarda Indore,,,,
₹62 Lac,,,,"Plot/Land for Sale in Singapore Lifestyle Premium, Super Corridor Indore",,,,
₹80 Lac,1800,3,,"3 BHK Flat  for Sale in  Sikharji Bypass, Indore",3,,Unfurnished,
₹1.10 Cr,2000,,,Warehouse/ Godown for Sale in Dewas Naka Indore,,,,
₹21 Lac,647,1,,"1 BHK Flat  for Sale in  Sarthak Estate Galaxy, Sarthak Estate Galaxy, Rau, Indore",1,,Semi-Furnished,1
₹64 Lac,1008,2,,"2 BHK  House for Sale in Highway Californea Citi, Kanadia Road Savindnagar Indore",2,House,Unfurnished,
₹25.8 Lac,800,2,,"2 BHK Flat  for Sale in  Gulmohar Complex IDA, Gulmohar Complex IDA, Gulmohar Colony, Indore",2,,Furnished,2
₹36 Lac,885,2,,"2 BHK Flat  for Sale in  Sarvsammpanna Nagar, Indore",2,,Semi-Furnished,2
₹32 Lac,1000,,,"Plot/Land for Sale in Jrpl Garden City, Palakhedi Indore",,,,
₹4 Cr,1350,4,,4 BHK  House for Sale in Goyal Vihar Indore,4,House,Furnished,
₹1.20 Cr,550,2,,2 BHK Farm House for Sale in Indore Bypass Road Indore,2,House,Furnished,
₹2.50 Cr,7300,,,Warehouse/ Godown for Sale in Palda Indore,,,,
₹46 Lac,1107,2,,"2 BHK Flat  for Sale in  Shanti Nagar, Indore",2,,Unfurnished,
₹26 Lac,500,1,,1 BHK  House for Sale in Manu Shree Nagar Indore,1,House,Unfurnished,1
₹56 Lac,900,,,Plot/Land for Sale in Bada Bangarda Indore,,,,
₹15 Lac,64,,,Shop for Sale in Navlakha Indore,,,,
₹60 Lac,965,2,,"2 BHK Flat  for Sale in  Navlakha, Indore",2,,Unfurnished,
₹58 Lac,906,,,Plot/Land for Sale in Talawali Chanda Indore,,,,
₹90 Lac,1050,2,,2 BHK  House for Sale in Super Corridor Indore,2,House,Furnished,
₹2.11 Cr,,2,,2 BHK  House for Sale in Manavta Nagar Indore,2,House,,
₹1.20 Cr,1090,2,,"2 BHK Flat  for Sale in  Takshashila Nagar, Indore",2,,Furnished,
₹55 Lac,1000,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹70 Lac,1900,6,,6 BHK  House for Sale in Tilak Nagar Indore,6,House,Furnished,4
₹2 Cr,289,5,,5 BHK  House for Sale in Rajendra Nagar Colony Indore,5,House,Unfurnished,4
₹52 Lac,1300,3,,3 BHK  House for Sale in Dewas Naka Indore,3,House,Semi-Furnished,
₹61 Lac,,,,Plot/Land for Sale in Highway hometown Indore,,,,
₹1.40 Cr,800,5,,5 BHK  House for Sale in Vaibhav nagar Indore,5,House,Unfurnished,5
₹66 Lac,,,,"Plot/Land for Sale in DLF Garden City Indore, NH-3 Indore",,,,
₹7 Lac,350,1,,"1 BHK Flat  for Sale in  Mari Mata Square, Indore",1,,Unfurnished,
₹26 Lac,1000,,,Plot/Land for Sale in Vijay Nagar Indore,,,,
₹75 Lac,800,,,Office Space for Sale in Jawahar Marg Indore,,,,
₹95 Lac,800,3,,3 BHK  House for Sale in Ganesh Nagar Indore,3,House,Unfurnished,5
₹96 Lac,1500,,,Plot/Land for Sale in Mhow Indore,,,,
₹31 Lac,500,1,,"1 BHK  House for Sale in Samarth Dream City, Nainod Indore",1,House,Unfurnished,1
₹70 Lac,1313,2,,"2 BHK Flat  for Sale in  THE EMPRESS, THE EMPRESS, Nipania, Indore",2,,Semi-Furnished,2
₹22 Lac,600,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹30 Lac,800,2,1,"2 BHK Flat  for Sale in  IMC Palash Parisar 1 , IMC Palash Parisar 1, Indore Bypass Road, Indore",2,,Furnished,
₹22 Lac,600,2,,"2 BHK Flat  for Sale in  Sarvsammpanna Nagar, Indore",2,,Semi-Furnished,2
₹2 Cr,,,,Agricultural Land for Sale in balriya Indore,,,,
₹80 Lac,1600,3,,3 BHK  House for Sale in Mundlanayta Indore,3,House,Unfurnished,4
₹1.98 Cr,1800,,,"Plot/Land for Sale in SAJAAN PLACE NEER NAGAR, Bicholi Hapsi Indore",,,,
₹22 Lac,550,1,,"1 BHK Flat  for Sale in  Girdhar nagar, Indore",1,,Semi-Furnished,1
₹65 Lac,1200,3,,"3 BHK  House for Sale in Emerald Nirvana, Jhalariya Indore",3,House,Unfurnished,4
₹25.6 Lac,800,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹3 Cr,2000,,,Plot/Land for Sale in Suncity Indore,,,,
₹23 Lac,1000,,,Plot/Land for Sale in MR 10 Indore,,,,
₹45 Lac,495,2,,"2 BHK  House for Sale in SVN Laabham City, Super Corridor Indore",2,House,Semi-Furnished,4
₹26 Lac,980,2,,"2 BHK Flat  for Sale in  Shivdham Colony, Indore",2,,Unfurnished,2
₹3.25 Cr,5000,,,Shop for Sale in Veena Nagar Indore,,,,
₹58 Lac,1096,3,,"3 BHK Flat  for Sale in  Bicholi Mardana, Indore",3,,Unfurnished,
₹80 Lac,2000,,,Warehouse/ Godown for Sale in Lasudiya Parmar Indore,,,,
₹54 Lac,1000,,,"Plot/Land for Sale in Vibrant Krishnayan Corridor, Tigariya Badshah Indore",,,,
₹26.5 Lac,1000,,,"Plot/Land for Sale in Auckland Corrida, Super Corridor Indore",,,,
₹47.5 Lac,1250,,,"Plot/Land for Sale in Simran Empire, Chokhi Dhani Indore",,,,
₹45.5 Lac,725,,,"Office Space for Sale in BCM City , Navlakha Indore",,,Furnished,
₹65 Lac,2300,4,,4 BHK  House for Sale in Rau Indore,4,House,Unfurnished,
₹12 Cr,,,,Plot/Land for Sale in gram dharawara Indore,,,,
₹4.50 Cr,,,,Agricultural Land for Sale in Narmada Nagar Indore,,,,
₹67.1 Lac,985,,,"Plot/Land for Sale in Omaxe Pratham, Mayakhedi Indore",,,,
₹1.10 Cr,,,,"Plot/Land for Sale in Aarone Countywalk, Indore Bypass Road Indore",,,,
₹32.8 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹1.10 Cr,1219,,,Plot/Land for Sale in Jhalariya Indore,,,,
₹29 Lac,765,2,,"2 BHK Flat  for Sale in  Shriji Valley, Shriji Valley, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹1.06 Cr,1000,,,"Office Space for Sale in C21 PARADISE, Super Corridor Indore",,,,
₹80 Lac,780,1,,1 BHK  House for Sale in Nanda Nagar Indore,1,House,Semi-Furnished,
₹10.12 Cr,22500,,,Land for Sale in Pithampur Indore,,,,
₹45 Lac,1000,,,Plot/Land for Sale in Talawali Chanda Indore,,,,
₹1.85 Cr,2000,4,,4 BHK  House for Sale in scheme no 101 Indore,4,House,Furnished,4
₹53 Lac,900,2,,"2 BHK Flat  for Sale in  Mangala Landmark, Mangala Landmark, Bhawarsala, Indore",2,,Semi-Furnished,2
₹1.16 Cr,1867,,,Plot/Land for Sale in Jhalariya Indore,,,,
₹4.25 Cr,8000,,,Industrial Shed for Sale in NH-3 Indore,,,,
₹13 Lac,400,1,,"1 BHK Flat  for Sale in  Bhawarsala, Indore",1,,Semi-Furnished,
₹1.12 Cr,1500,,,Plot/Land for Sale in Sarvsammpanna Nagar Indore,,,,
₹65 Lac,1500,,,Shop for Sale in Shop Indore,,,,
₹40 Lac,807,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹31 Lac,1000,,,"Plot/Land for Sale in Jrpl Garden City, Palakhedi Indore",,,,
₹1.75 Cr,750,4,,4 BHK Villa for Sale in Sukh Shanti Nagar Indore,4,Villa,Semi-Furnished,4
₹60 Lac,1067,2,,"2 BHK Flat  for Sale in  Shubh Labh Residency, Shubh Labh Residency, Khajrana, Indore",2,,Semi-Furnished,2
₹85 Lac,1453,,,Plot/Land for Sale in Bada Bangarda Indore,,,,
₹9 Cr,1800,7,,7 BHK  House for Sale in AerodromeRoad Indore,7,House,Semi-Furnished,8
₹85 Lac,1610,3,,"3 BHK Flat  for Sale in  Vaibhav nagar, Indore",3,,Semi-Furnished,
₹60 Lac,,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹18 Lac,670,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,
₹28.8 Lac,5000,,,Agricultural Land for Sale in Simrol Indore,,,,
₹91 Lac,1453,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹46 Lac,1000,,,Plot/Land for Sale in Tigariya Badshah Indore,,,,
₹33 Lac,980,2,,"2 BHK Flat  for Sale in  Cosmos City, Cosmos City, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹24.5 Lac,740,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,2
₹17 Lac,1035,,,Plot/Land for Sale in Pithampur Indore,,,,
₹13 Lac,1500,,,Warehouse/ Godown for Sale in Depalpur Indore,,,,
₹2.43 Cr,4344,,,Plot/Land for Sale in Manglia Bypass Indore,,,,
₹65 Lac,700,2,,2 BHK  House for Sale in Chhatribag Indore,2,House,Unfurnished,
₹5.70 Cr,800,3,,3 BHK  House for Sale in Old Palasia Indore,3,House,Unfurnished,
₹16.8 Lac,4000,1,,1 BHK Farm House for Sale in golden park Indore,1,House,Unfurnished,
₹71 Lac,1800,3,,3 BHK Villa for Sale in Indore Bypass Road Indore,3,Villa,Semi-Furnished,
₹1 Cr,1000,,,Land for Sale in Silicon City Indore,,,,
₹40 Lac,900,2,,"2 BHK Flat  for Sale in  Snehlata Ganj, Indore",2,,Semi-Furnished,
₹21 Lac,710,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,2
₹70 Lac,250,,,Shop for Sale in Vijay Nagar Indore,,,,
₹40 Lac,900,2,,"2 BHK Flat  for Sale in  Limbodi, Indore",2,,Unfurnished,2
₹28.5 Lac,850,,,Plot/Land for Sale in Silver Park Colony Indore,,,,
₹20 Lac,530,1,,"1 BHK Flat  for Sale in  Emerald Pratham, Emerald Pratham, Devguradia, Indore",1,,Semi-Furnished,1
₹4.25 Cr,250000,,,Agricultural Land for Sale in Village Gyan Jalodiya Indore,,Villa,,
₹47.2 Lac,1000,,,Plot/Land for Sale in Bada Bangarda Indore,,,,
₹13 Lac,344,1,,"1 BHK Flat  for Sale in  CAT Road, Indore",1,,Unfurnished,1
₹20 Lac,150,,,Office Space for Sale in Girdhar nagar Indore Indore,,,,
₹65 Lac,,,,Agricultural Land for Sale in Choral Indore,,,,
₹24 Lac,650,,,"Plot/Land for Sale in SSL Arise City, Palakhedi Indore",,,,
₹27 Lac,1000,,,"Plot/Land for Sale in Tricone City, Datoda Indore",,,,
₹24 Lac,1000,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹24 Lac,1000,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹1.50 Cr,200,,,Shop for Sale in Siyaganj Indore,,,,
₹75 Lac,900,3,,3 BHK  House for Sale in Talawali Chanda Indore,3,House,Unfurnished,
₹36.3 Lac,909,,,Plot/Land for Sale in Ralamandal Indore,,,,
₹1.10 Cr,805,3,,3 BHK  House for Sale in Usha Nagar Indore,3,House,Semi-Furnished,3
₹38 Lac,1130,4,,4 BHK  House for Sale in Singapore Township Indore,4,House,Unfurnished,2
₹2.50 Cr,,,,Industrial Shed for Sale in Pithampur Indore,,,,
₹40 Lac,900,4,,"4 BHK Flat  for Sale in  Indrapuri Colony, Indore",4,,Semi-Furnished,3
₹31.5 Lac,1300,3,,3 BHK  House for Sale in Dwarkapuri Indore,3,House,Unfurnished,
₹11 Lac,380,,,Plot/Land for Sale in Rau Pithampur Road Indore,,,,
₹3.33 Cr,4800,6,,6 BHK  House for Sale in Anoop Nagar Indore,6,House,Furnished,7
₹40 Lac,850,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹2.38 Cr,3800,,,"Plot/Land for Sale in Aarone Countywalk, Indore Bypass Road Indore",,,,
₹1 Cr,,,,Plot/Land for Sale in DLF Garden City Indore,,,,
₹71 Lac,1565,3,,"3 BHK  House for Sale in Omaxe City, Omaxe City 1 Indore",3,House,Semi-Furnished,3
₹2.10 Cr,1500,3,,3 BHK  House for Sale in Indira Gandhi Nagar Indore,3,House,Semi-Furnished,
₹1.20 Cr,,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹26 Lac,500,1,,"1 BHK  House for Sale in Prayas Arihant Nagar, Nainod Indore",1,House,Furnished,1
₹26.4 Lac,,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹6.51 Cr,2760,4,,4 BHK  House for Sale in Shri Nagar Indore,4,House,Furnished,
₹1.42 Cr,10238,,,Land for Sale in avesham Indore,,,,
₹76.9 Lac,800,3,,3 BHK Villa for Sale in Limboda Gari Indore,3,Villa,Unfurnished,3
₹1.40 Cr,882,,,Plot/Land for Sale in Scheme No 140 Indore,,,,
₹26 Lac,70,,,Shop for Sale in Jail Road Indore,,,,
₹38 Lac,990,3,,"3 BHK Flat  for Sale in  Bijalpur, Indore",3,,Unfurnished,3
₹82.6 Lac,1132,,,Plot/Land for Sale in Rau Road Indore,,,,
₹28.8 Lac,1200,,,Plot/Land for Sale in rajendra Niketan nx Indore,,,,
₹70 Lac,2000,,,Industrial Shed for Sale in Tejaji Nagar Indore,,,,
₹45 Lac,1000,,,Plot/Land for Sale in Bada Bangarda Indore,,,,
₹22 Lac,500,1,,"1 BHK Flat  for Sale in  Indrapuri Colony, Indore",1,,Unfurnished,1
₹32 Lac,890,2,,"2 BHK Flat  for Sale in  Talawali Chanda, Indore",2,,Semi-Furnished,
₹55 Lac,1800,7,,7 BHK  House for Sale in Vaibhav nagar Indore,7,House,Unfurnished,
₹2.25 Cr,,,,Plot/Land for Sale in Khatiwala Tank Indore,,,,
₹55 Lac,1500,2,,2 BHK Villa for Sale in Manglia Indore,2,Villa,Unfurnished,2
₹45 Lac,1000,,,Plot/Land for Sale in Pragati Park Indore,,,,
₹38.7 Lac,876,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,2
₹1.20 Cr,2000,4,,4 BHK  House for Sale in Kanadia Main Road Indore,4,House,Unfurnished,4
₹30 Lac,940,,,Plot/Land for Sale in Mangliya Gaon Indore,,,,
₹30 Lac,1040,2,,"2 BHK Flat  for Sale in  Silicon City, Indore",2,,Semi-Furnished,2
₹34.9 Lac,715,2,,"2 BHK Flat  for Sale in  Kanadia Main Road, Indore",2,,Unfurnished,2
₹44 Lac,800,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹60 Lac,1200,,,Plot/Land for Sale in vinayak township kalindi midtown Indore,,,,
₹98 Lac,1040,,,Office Space for Sale in Mari Mata Square Indore,,,,
₹70 Lac,850,2,,2 BHK  House for Sale in Arvindo hospital near by Indore,2,House,Semi-Furnished,
₹35 Lac,800,2,,"2 BHK Flat  for Sale in  Khatiwala Tank, Indore",2,,Furnished,2
₹28 Lac,500,1,,1 BHK  House for Sale in Silver Park Colony Indore,1,House,Unfurnished,
₹62.3 Lac,1500,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹1 Cr,750,3,,3 BHK  House for Sale in Dhanlaxmi Indore,3,House,Semi-Furnished,3
₹56 Lac,1100,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹1 Cr,1800,,,Plot/Land for Sale in Sanwar Indore,,,,
₹16.5 Lac,600,2,,2 BHK  House for Sale in Betma Indore,2,House,Unfurnished,2
₹45 Lac,1000,,,Plot/Land for Sale in singapore township plot phase lI Indore,,,,
₹29.8 Lac,,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹25 Lac,475,1,,"1 BHK Flat  for Sale in  Nariman City, Nariman City, Chhota Bangarda, Indore",1,,Unfurnished,1
₹1.24 Cr,2402,,,Plot/Land for Sale in DLF Gardencity Phase 2 Indore,,,,
₹80 Lac,1000,,,"Plot/Land for Sale in Valencia Gardens, AB Road Indore",,,,
₹13.5 Lac,375,1,,"1 BHK Flat  for Sale in  Alok Nagar, Indore",1,,Semi-Furnished,
₹60 Lac,1700,3,,"3 BHK Flat  for Sale in  Sanghavi Residency, Sanghavi Residency, Bicholi Mardana, Indore",3,,Semi-Furnished,
₹35 Lac,779,2,,"2 BHK Flat  for Sale in  Shri Vinayak Tower, Shri Vinayak Tower, Lasudia Mori, Indore",2,,Furnished,2
₹56 Lac,1400,3,,3 BHK  House for Sale in Rangwasa Indore,3,House,Unfurnished,
₹1.60 Cr,1450,3,,"3 BHK Flat  for Sale in  Premium tower, Premium tower, Shalimar Township, Indore",3,,Semi-Furnished,3
